,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
3593,109年02月25日 09時20分02秒,嘉義縣布袋鎮貴舍里157線40.2公里處,死亡1;受傷0,普通重型-機車,120.192548,23.434954
3594,109年02月25日 18時35分00秒,高雄市左營區中華一路 / 高雄市左營區翠華路,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.288029,22.667934
3595,109年02月25日 21時52分00秒,桃園市龍潭區福龍路二段口 / 桃園市龍潭區福龍路二段口,死亡1;受傷0,自用-小客車;普通重型-機車,121.221038,24.881428
3596,109年02月25日 22時04分00秒,新竹市北區經國路二段北側 / 新竹市北區延平路一段,死亡1;受傷0,自用-小客車;普通重型-機車,120.955513,24.804773
3597,109年02月26日 12時58分00秒,新北市淡水區淡金路1段 / 新北市淡水區水源街2段,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車,121.454057,25.180084
3598,109年02月26日 15時42分00秒,臺中市霧峰區吉峰里中正路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.699343,24.077628
3599,109年02月26日 20時16分00秒,金門縣金湖鎮伯玉路四段1148號路燈桿,死亡1;受傷1,普通重型-機車;行人-人,118.381359,24.447018
3600,109年02月26日 20時58分00秒,宜蘭縣三星鄉大洲原路107號前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.728101,24.693393
3601,109年02月26日 22時10分00秒,桃園市新屋區後湖里中山西路1段78號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小客車,121.094851,24.974224
3602,109年02月27日 05時34分00秒,臺中市大雅區三和里雅潭路四段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.663693,24.218526
3603,109年02月27日 06時01分00秒,彰化縣二林鎮後厝里太平路1段 / 彰化縣二林鎮後厝里新里巷,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.388985,23.907132
3604,109年02月27日 07時35分00秒,臺北市南港區環東大道前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.61467,25.063532
3605,109年02月27日 08時10分00秒,臺北市大同區重慶北路3段 / 臺北市大同區伊寧街,死亡1;受傷0,行人-人;民營公車-大客車,121.513567,25.06469
3606,109年02月27日 08時51分00秒,高雄市大寮區鳳屏二路北9燈桿號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-曳引車,120.430075,22.645565
3607,109年02月27日 10時24分00秒,嘉義縣番路鄉新福村第三農場23號前(台3線284公里900公尺處),死亡1;受傷0,普通重型-機車;營業用-全聯結車,120.53276,23.462988
3608,109年02月27日 12時58分00秒,雲林縣土庫鎮雲158公路191745燈桿前,死亡1;受傷0,普通重型-機車,120.37453,23.706407
3609,109年02月27日 17時12分00秒,臺中市大里區仁化里仁堤路7號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車;行人-人,120.698289,24.099003
3610,109年02月27日 18時20分56秒,雲林縣東勢鄉昌南村153線路口 / 雲林縣東勢鄉昌南村安南路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.254504,23.698552
3611,109年02月27日 22時28分00秒,桃園市平鎮區平德路241號前0.0公尺,死亡1;受傷3,普通重型-機車;乘客-人;乘客-人;乘客-人,121.199665,24.928757
3612,109年02月28日 00時36分00秒,臺南市安定區海寮里區道南132線海寮33-2號前0.0公尺,死亡1;受傷0,普通重型-機車,120.214076,23.098024
3613,109年02月28日 02時44分40秒,新竹縣關西鎮大同里5鄰茅子埔32號前,死亡1;受傷0,自用-小客車,121.150992,24.811809
3614,109年02月28日 07時16分00秒,高雄市甲仙區台20省道甲南幹28號前0.0公尺,死亡1;受傷0,普通重型-機車,120.558638,23.061431
3615,109年02月28日 09時42分00秒,高雄市大樹區台29省道前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.4443,22.728
3616,109年02月28日 11時44分43秒,南投縣草屯鎮草屯鎮土城里台14線26.8K處,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車,120.692529,23.979719
3617,109年02月28日 13時44分00秒,臺東縣東河鄉台11線 148公里900.0公尺處東側向內側,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.197815,22.856112
3618,109年02月28日 15時29分00秒,新竹市香山區浸水街東側 / 新竹市香山區樹下街東側,死亡1;受傷1,普通輕型-機車;自用-小客車;乘客-人,120.933196,24.798456
3619,109年02月28日 15時45分00秒,臺南市安南區海佃路4段135號,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.176915,23.056186
3620,109年02月28日 18時47分00秒,屏東縣內埔鄉老埤村通安路前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.602105,22.634235
3621,109年02月28日 18時48分00秒,彰化縣員林市南興里員埔路 / 彰化縣員林市南興里三潭巷,死亡1;受傷0,普通重型-機車;自用-大貨車,120.548271,23.969586
